Symbol,Company_Name,Asset_Name,Highest_Phase,Market_Status,Active_Trial_Count,Next_Catalyst_Date,Mechanism_of_Action,Therapeutic_Area,Detailed_Conditions,Trial_NCTIds
ULIHF,The United Laboratories International Holdings Limited,WOKVAC Vaccine,PHASE2,Investigational,1,Passed,Vaccine,Others,Breast Cancer Female; Breast Cancer; Male; Breast Cancer Stage I; Breast Cancer Stage II; Breast Cancer Stage III; Residual Disease; HER2-positive Breast Cancer; HER2 Positive Breast Carcinoma,NCT03384914
ULIHF,The United Laboratories International Holdings Limited,Yogurt smoothie,PHASE2,Investigational,1,Passed,Probiotic,Metabolic/Endocrinology,Metabolic Syndrome,NCT03418857
ULIHF,The United Laboratories International Holdings Limited,Yogurt smoothie with BB-12,PHASE2,Investigational,1,Passed,Probiotic,Metabolic/Endocrinology,Metabolic Syndrome,NCT03418857
ULIHF,The United Laboratories International Holdings Limited,Ziftomenib,PHASE2,Investigational,1,2028-12-31,FLT3 inhibitor,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
ULIHF,The United Laboratories International Holdings Limited,Zoledronic acid,PHASE2,Marketed,1,2032-05-31,Bisphosphonate,"Musculoskeletal, Others",Hormone Receptor Positive HER-2 Negative Metastatic Breast Cancer,NCT06374459
ULIHF,The United Laboratories International Holdings Limited,Zumsemetinib,PHASE2,Investigational,1,2032-05-31,BTK inhibitor,Others,Hormone Receptor Positive HER-2 Negative Metastatic Breast Cancer,NCT06374459
ULIHF,The United Laboratories International Holdings Limited,[11C]CPPC PET ligand,PHASE2,Investigational,1,2027-01-31,PET ligand,Neurology/CNS,ALS,NCT05602142
ULIHF,The United Laboratories International Holdings Limited,[18F]PSMA-1007,PHASE2,Investigational,1,Passed,Radiopharmaceutical,"Urology/Nephrology, Others",Prostate Cancer; Prostate Adenocarcinoma; Prostate Neoplasm,NCT04053842
ULIHF,The United Laboratories International Holdings Limited,allogeneic human mesenchymal stem cells (hMSCs),PHASE2,Investigational,1,Passed,Stem cell therapy,Cardiovascular,Non-ischemic Dilated Cardiomyopathy,NCT04476901
ULIHF,The United Laboratories International Holdings Limited,autologous skin fibroblasts,PHASE2,Investigational,1,2027-12-02,Cell therapy,Dermatology,Wounds and Injuries,NCT01964859
ULIHF,The United Laboratories International Holdings Limited,bomedemstat,PHASE2,Investigational,1,2028-11-01,Lysyl oxidase inhibitor,Hematology,Myelofibrosis,NCT07424950
ULIHF,The United Laboratories International Holdings Limited,cP12,PHASE2,Investigational,1,2026-07-01,Unknown,Others,Thermal Burns,NCT06814717
ULIHF,The United Laboratories International Holdings Limited,ipatasertib,PHASE2,Investigational,1,2026-03-31,PI3K inhibitor,"Others, Neurology/CNS",Solid Tumor; Glioblastoma Multiforme; Prostate Cancer Metastatic,NCT03673787
ULIHF,The United Laboratories International Holdings Limited,pTVG-AR,PHASE2,Investigational,1,2026-12-31,Gene therapy,"Others, Urology/Nephrology",Prostate Cancer,NCT04989946
ULIHF,The United Laboratories International Holdings Limited,pUMVC3-IGFBP2-HER2-IGF1R Plasmid DNA Vaccine,PHASE2,Investigational,1,2026-08-15,DNA vaccine,Others,Anatomic Stage I Breast Cancer AJCC v8; Anatomic Stage II Breast Cancer AJCC v8; Anatomic Stage III Breast Cancer AJCC v8,NCT04329065
ULIHF,The United Laboratories International Holdings Limited,pantoprazole,PHASE2,Marketed,1,2026-12-31,Proton pump inhibitor,Gastroenterology,Postoperative Nausea and Vomiting,NCT06488001
ULIHF,The United Laboratories International Holdings Limited,pembrolizumab,PHASE2,Marketed,1,2026-04-30,PD-1 inhibitor,"Others, Respiratory",Malignant Pleural Disease; Mesothelioma; Metastases; Lung Cancer; Breast Cancer,NCT02414269
ULIHF,The United Laboratories International Holdings Limited,rF1V-1018,PHASE2,Investigational,1,2026-05-29,Vaccine,Infectious Diseases,Prevention of Pneumonic Plague Resulting From Aerosol Exposure to Yersenia Pestis,NCT07207408
ULIHF,The United Laboratories International Holdings Limited,testosterone cypionate,PHASE2,Marketed,1,2027-01-04,Androgen,"Metabolic/Endocrinology, Urology/Nephrology",Prostate Cancer,NCT06059118
ULIHF,The United Laboratories International Holdings Limited,umbilical cord-derived mesenchymal stromal cells (UC-MSCs),PHASE2,Investigational,1,Passed,Mesenchymal stromal cell therapy,"Cardiovascular, Rare Disease",Ischemic Heart Disease,NCT06145035
UPB,"Upstream Bio, Inc.",Verekitug (UPB-101),PHASE2,Investigational,1,Passed,IL-17A inhibitor,"Respiratory, Immunology",Severe Asthma,NCT06196879
UTHR,United Therapeutics Corporation,10 GE Xenokidney,PHASE2,Investigational,1,2028-10-31,Xenotransplantation,"Urology/Nephrology, Rare Disease",ESRD (End-Stage Renal Disease); Kidney Transplantation; Xenotransplantation,NCT06878560
UTHR,United Therapeutics Corporation,131I-MIBG,PHASE2,Investigational,1,2030-07-31,Radiopharmaceutical,"Neurology/CNS, Others",Neuroblastoma,NCT07261241
UTHR,United Therapeutics Corporation,Anti-CD40 Agonist Monoclonal Antibody CDX-1140,PHASE2,Investigational,1,2026-12-30,CD40 agonist antibody,"Immunology, Others",Ovarian Clear Cell Adenocarcinoma; Platinum-Sensitive Ovarian Carcinoma; Recurrent Endometrial Serous Adenocarcinoma; Recurrent Fallopian Tube Carcinoma; Recurrent Fallopian Tube Endometrioid Adenocarcinoma; Recurrent Fallopian Tube Serous Adenocarcinoma; Recurrent Ovarian Carcinoma; Recurrent Ovarian Clear Cell Adenocarcinoma; Recurrent Ovarian Endometrioid Adenocarcinoma; Recurrent Ovarian Serous Adenocarcinoma; Recurrent Platinum-Resistant Ovarian Carcinoma; Recurrent Primary Peritoneal Carcinoma; Recurrent Primary Peritoneal Clear Cell Adenocarcinoma; Recurrent Primary Peritoneal Endometrioid Adenocarcinoma; Recurrent Primary Peritoneal Serous Adenocarcinoma,NCT05231122
UTHR,United Therapeutics Corporation,Bevacizumab,PHASE2,Marketed,1,2026-12-30,VEGF inhibitor,"Others, Cardiovascular",Ovarian Clear Cell Adenocarcinoma; Platinum-Sensitive Ovarian Carcinoma; Recurrent Endometrial Serous Adenocarcinoma; Recurrent Fallopian Tube Carcinoma; Recurrent Fallopian Tube Endometrioid Adenocarcinoma; Recurrent Fallopian Tube Serous Adenocarcinoma; Recurrent Ovarian Carcinoma; Recurrent Ovarian Clear Cell Adenocarcinoma; Recurrent Ovarian Endometrioid Adenocarcinoma; Recurrent Ovarian Serous Adenocarcinoma; Recurrent Platinum-Resistant Ovarian Carcinoma; Recurrent Primary Peritoneal Carcinoma; Recurrent Primary Peritoneal Clear Cell Adenocarcinoma; Recurrent Primary Peritoneal Endometrioid Adenocarcinoma; Recurrent Primary Peritoneal Serous Adenocarcinoma,NCT05231122
UTHR,United Therapeutics Corporation,Blinatumomab,PHASE2,Marketed,1,2028-12-31,Bi-specific T-cell engager,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
UTHR,United Therapeutics Corporation,Bortezomib,PHASE2,Marketed,1,2028-12-31,Proteasome inhibitor,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
UTHR,United Therapeutics Corporation,Brexanolone,PHASE2,Marketed,1,2027-02-26,GABA-A receptor positive allosteric modulator,"Neurology/CNS, Others",Alcohol Use Disorder (AUD); Post Traumatic Stress Disorder (PTSD),NCT06580444
UTHR,United Therapeutics Corporation,CDX-301,PHASE2,Investigational,1,2026-12-31,GM-CSF agonist,Others,Breast Cancer,NCT03804944
UTHR,United Therapeutics Corporation,Capecitabine,PHASE2,Marketed,1,2032-05-31,Prodrug of 5-fluorouracil,Others,Hormone Receptor Positive HER-2 Negative Metastatic Breast Cancer,NCT06374459
UTHR,United Therapeutics Corporation,DFMO,PHASE2,Investigational,1,2027-01-04,eukaryotic ornithine decarboxylase inhibitor,Others,Prostate Cancer,NCT06059118
UTHR,United Therapeutics Corporation,Denosumab,PHASE2,Marketed,1,2032-05-31,RANKL inhibitor,"Musculoskeletal, Others",Hormone Receptor Positive HER-2 Negative Metastatic Breast Cancer,NCT06374459
UTHR,United Therapeutics Corporation,Dexamethasone,PHASE2,Marketed,1,2028-12-31,Glucocorticoid,"Immunology, Others",Lymphoblastic Leukemia,NCT05848687
UTHR,United Therapeutics Corporation,Enzalutamide,PHASE2,Marketed,1,2027-01-04,Androgen receptor inhibitor,"Urology/Nephrology, Others",Prostate Cancer,NCT06059118
UTHR,United Therapeutics Corporation,GGTA1 KO Thymokidney,PHASE2,Investigational,1,2029-03-31,Xenotransplantation,"Urology/Nephrology, Rare Disease",ESRD (End-Stage Renal Disease); Kidney Transplantation; Xenotransplantation,NCT07224763
UTHR,United Therapeutics Corporation,GM-CSF,PHASE2,Investigational,1,2028-12-31,Granulocyte-macrophage colony-stimulating factor,Others,Neuroblastoma,NCT06450041
UTHR,United Therapeutics Corporation,Inhaled Treprostinil (Tyvaso Nebulizer),PHASE2,Marketed,1,2027-07-01,Prostacyclin analogue,"Respiratory, Cardiovascular",COPD (Chronic Obstructive Pulmonary Disease); Hypoxemia,NCT07037836
UTHR,United Therapeutics Corporation,Irinotecan,PHASE2,Marketed,1,2028-12-31,Topoisomerase I inhibitor,Others,Neuroblastoma,NCT06450041
UTHR,United Therapeutics Corporation,Luteinizing hormone-releasing hormone (LHRH) analogue,PHASE2,Marketed,1,2027-01-04,GnRH analogue,"Urology/Nephrology, Metabolic/Endocrinology",Prostate Cancer,NCT06059118
UTHR,United Therapeutics Corporation,Mercaptopurine,PHASE2,Marketed,1,2028-12-31,Antimetabolite,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
UTHR,United Therapeutics Corporation,Methotrexate,PHASE2,Marketed,1,2028-12-31,Antimetabolite,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
UTHR,United Therapeutics Corporation,Mitoxantrone,PHASE2,Marketed,1,2028-12-31,Topoisomerase inhibitor,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
UTHR,United Therapeutics Corporation,PEG asparaginase,PHASE2,Marketed,1,2028-12-31,Enzyme asparaginase,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
UTHR,United Therapeutics Corporation,Paxalisib,PHASE2,Investigational,1,2029-01-19,PI3K inhibitor,"Others, Neurology/CNS",Malignant Primary Gliomas; Glioblastoma Multiforme (GBM),NCT07391215
UTHR,United Therapeutics Corporation,Pembrolizumab,PHASE2,Marketed,1,2026-12-30,PD-1 antibody,Others,Ovarian Clear Cell Adenocarcinoma; Platinum-Sensitive Ovarian Carcinoma; Recurrent Endometrial Serous Adenocarcinoma; Recurrent Fallopian Tube Carcinoma; Recurrent Fallopian Tube Endometrioid Adenocarcinoma; Recurrent Fallopian Tube Serous Adenocarcinoma; Recurrent Ovarian Carcinoma; Recurrent Ovarian Clear Cell Adenocarcinoma; Recurrent Ovarian Endometrioid Adenocarcinoma; Recurrent Ovarian Serous Adenocarcinoma; Recurrent Platinum-Resistant Ovarian Carcinoma; Recurrent Primary Peritoneal Carcinoma; Recurrent Primary Peritoneal Clear Cell Adenocarcinoma; Recurrent Primary Peritoneal Endometrioid Adenocarcinoma; Recurrent Primary Peritoneal Serous Adenocarcinoma,NCT05231122
UTHR,United Therapeutics Corporation,Pembrolizumab (200mg IV for-30 minutes,PHASE2,Marketed,1,2026-12-31,PD-1 antibody,Others,Breast Cancer,NCT03804944
UTHR,United Therapeutics Corporation,Treprostinil,PHASE2,Marketed,1,Passed,Prostacyclin analog,"Urology/Nephrology, Others",Ischemia Reperfusion Injury; Delayed Graft Function,NCT04005469
UTHR,United Therapeutics Corporation,Universal Donor (UD) TGFβi NK Cells,PHASE2,Investigational,1,2028-12-31,Engineered NK cell therapy,"Rare Disease, Others",Neuroblastoma,NCT06450041
UTHR,United Therapeutics Corporation,Ziftomenib,PHASE2,Investigational,1,2028-12-31,Unknown,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
UTHR,United Therapeutics Corporation,Zoledronic acid,PHASE2,Marketed,1,2032-05-31,Bisphosphonate,"Others, Musculoskeletal",Hormone Receptor Positive HER-2 Negative Metastatic Breast Cancer,NCT06374459
UTHR,United Therapeutics Corporation,Zumsemetinib,PHASE2,Investigational,1,2032-05-31,Unknown,Others,Hormone Receptor Positive HER-2 Negative Metastatic Breast Cancer,NCT06374459
UTHR,United Therapeutics Corporation,cP12,PHASE2,Investigational,1,2026-07-01,Unknown,"Dermatology, Others",Thermal Burns,NCT06814717
UTHR,United Therapeutics Corporation,testosterone cypionate,PHASE2,Marketed,1,2027-01-04,Androgen,"Others, Urology/Nephrology",Prostate Cancer,NCT06059118
VIR,"Vir Biotechnology, Inc.",BRII-179,PHASE2,Investigational,1,2026-12-31,HBV capsid inhibitor,Infectious Diseases,For Treatment of Chronic Hepatitis B Virus Infection,NCT06491563
VIR,"Vir Biotechnology, Inc.",BRII-835,PHASE2,Investigational,1,Passed,Nucleic acid polymer inhibitor,Infectious Diseases,Chronic Hepatitis B Virus Infection,NCT05970289
VIR,"Vir Biotechnology, Inc.",BRII-835 (VIR-2218),PHASE2,Investigational,1,2026-12-31,Nucleic acid polymer inhibitor,Infectious Diseases,For Treatment of Chronic Hepatitis B Virus Infection,NCT06491563
VIR,"Vir Biotechnology, Inc.",NRTI,PHASE2,Investigational,1,2029-08-31,NRTI,Infectious Diseases,Hepatitis D; Chronic,NCT05461170
VIR,"Vir Biotechnology, Inc.",VIR-5818,PHASE2,Investigational,1,2027-08-16,Unknown,Others,Locally Advanced or Metastatic HER2-Expressing Cancers,NCT05356741
VIR,"Vir Biotechnology, Inc.",pembrolizumab,PHASE2,Marketed,1,2027-08-16,PD-1 antibody,Others,Locally Advanced or Metastatic HER2-Expressing Cancers,NCT05356741
VRTX,Vertex Pharmaceuticals Incorporated,Inaxaplin,PHASE2,Investigational,1,2026-12-30,Unknown,Urology/Nephrology,Proteinuric Kidney Disease,NCT06794996
VRTX,Vertex Pharmaceuticals Incorporated,VX-264,PHASE2,Investigational,1,2026-05-29,Unknown,Metabolic/Endocrinology,Type 1 Diabetes,NCT05791201
VRTX,Vertex Pharmaceuticals Incorporated,VX-522 mRNA therapy,PHASE2,Investigational,1,2026-12-23,mRNA therapy,"Respiratory, Rare Disease",Cystic Fibrosis,NCT05668741
VRTX,Vertex Pharmaceuticals Incorporated,VX-670,PHASE2,Investigational,1,2026-12-22,Unknown,"Neurology/CNS, Rare Disease",Myotonic Dystrophy Type 1 (DM1),NCT06185764
VRTX,Vertex Pharmaceuticals Incorporated,VX-993,PHASE2,Investigational,1,2026-04-30,Unknown,"Neurology/CNS, Pain",Diabetic Peripheral Neuropathic Pain,NCT06619860
VXRT,"Vaxart, Inc.",COMIRNATY®,PHASE2,Marketed,1,2026-11-30,mRNA vaccine,Infectious Diseases,SARS-CoV2; COVID-19,NCT06672055
VXRT,"Vaxart, Inc.",VXA-CoV2-3.1,PHASE2,Investigational,1,2026-11-30,mRNA vaccine,Infectious Diseases,SARS-CoV2; COVID-19,NCT06672055
VXRT,"Vaxart, Inc.",VXA-CoV2-3.3,PHASE2,Investigational,1,2026-11-30,mRNA vaccine,Infectious Diseases,SARS-CoV2; COVID-19,NCT06672055
VYGR,"Voyager Therapeutics, Inc.",VY7523,PHASE2,Investigational,1,2027-05-31,Unknown,Neurology/CNS,Alzheimer&#39;s Disease (AD),NCT06874621
WVE,Wave Life Sciences Ltd.,WVE-006,PHASE2,Investigational,1,2026-09-30,Unknown,"Rare Disease, Respiratory",Alpha-1 Antitrypsin Deficiency,NCT06405633
WVE,Wave Life Sciences Ltd.,WVE-N531,PHASE2,Investigational,1,2026-06-27,Unknown,"Musculoskeletal, Rare Disease",Duchenne Muscular Dystrophy,NCT04906460
YIHCF,"Sunshine Lake Pharma Co., Ltd.",Clifutinib Besylate,PHASE2,Investigational,1,2026-05-15,Unknown,Hematology,Acute Myeloid Leukemia; Adult,NCT05133882
YIHCF,"Sunshine Lake Pharma Co., Ltd.",HEC169096,PHASE2,Investigational,1,Passed,Unknown,Others,Advanced Solid Tumor,NCT05451602
YIHCF,"Sunshine Lake Pharma Co., Ltd.",HEC585 dose A,PHASE2,Investigational,1,Passed,Unknown,Respiratory,Progressive Fibrosing Interstitial Lung Disease (PF-ILD) / Progressive Pulmonary Fibrosis (PPF),NCT05139719
YIHCF,"Sunshine Lake Pharma Co., Ltd.",HEC585 dose B,PHASE2,Investigational,1,Passed,Unknown,Respiratory,Progressive Fibrosing Interstitial Lung Disease (PF-ILD) / Progressive Pulmonary Fibrosis (PPF),NCT05139719
ZLDPF,Zealand Pharma A/S,Dapiglutide,PHASE2,Investigational,1,Passed,GLP-1 receptor agonist,"Metabolic/Endocrinology, Immunology",Obesity; Inflammation,NCT05788601
ZURA,Zura Bio Limited,Tibulizumab,PHASE2,Investigational,1,2027-05-31,Monoclonal antibody,Immunology,Systemic Sclerosis (SSc); Scleroderma,NCT06843239
ZURA,Zura Bio Limited,Tibulizumab Dose A,PHASE2,Investigational,1,2026-11-30,Monoclonal antibody,"Dermatology, Immunology",Hidradenitis Suppurativa (HS),NCT06993610
ZURA,Zura Bio Limited,Tibulizumab Dose B,PHASE2,Investigational,1,2026-11-30,Monoclonal antibody,"Dermatology, Immunology",Hidradenitis Suppurativa (HS),NCT06993610
ZVRA,"Zevra Therapeutics, Inc.",Sodium phenylbutyrate,PHASE2,Investigational,1,2027-01-31,Unknown,"Rare Disease, Metabolic/Endocrinology",Medium-chain Acyl-CoA Dehydrogenase Deficiency,NCT06773026
CSWYY,China Shineway Pharmaceutical Group Limited,YTS109 cell,PHASE1,Investigational,9,2026-04-25,Unknown,"Immunology, Hematology",Autoimmune Hemolytic Anemia; Lupus Nephritis (LN); Immune Thrombocytopenia (ITP); Systemic Lupus Erythematosus (SLE); Systemic Sclerosis (SSc); Inflammatory Myopathy; Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis; Antiphospholipid Syndrome (APS); Rheumatoid Arthritis (RA); IgG4-Related Diseases; Sjogren&#39;s Syndrome; Systemic Lupus Erythematosus; Sjogren's Syndrome; Antiphospholipid Syndrome; Diffuse Systemic Sclerosis; Idiopathic Inflammatory Myopathies (IIMs); ANCA Associated Vasculitis (AAV); Sjogren's Syndrome (SS); Systemic Sclerosis; Sjogren&#39;s Syndrome (SS),"NCT07453836, NCT06943937, NCT06978647, NCT07104721, NCT07236762, NCT07439029, NCT07236801, NCT07287930, NCT07123519"
CHSYF,China Medical System Holdings Limited,YTS109 cell,PHASE1,Investigational,4,2026-05-19,Unknown,"Immunology, Hematology",Systemic Lupus Erythematosus (SLE); Systemic Sclerosis (SSc); Inflammatory Myopathy; Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis; Antiphospholipid Syndrome (APS); Rheumatoid Arthritis (RA); IgG4-Related Diseases; Sjogren&#39;s Syndrome; Lupus Nephritis (LN); Systemic Sclerosis; Sjogren's Syndrome (SS); Antiphospholipid Syndrome; Autoimmune Hemolytic Anemia,"NCT06978647, NCT07104721, NCT07236801, NCT07287930"
NVO,Novo Nordisk A/S,NNC0442-0344 A,PHASE1,Investigational,3,2026-04-29,Unknown,"Hematology, Rare Disease",Haemophilia A,"NCT07238816, NCT06649630, NCT07220564"
ALGS,"Aligos Therapeutics, Inc.",Pevifoscorvir Sodium (ALG-000184),PHASE1,Investigational,2,2026-04-20,Unknown,"Infectious Diseases, Gastroenterology",Chronic Hepaititis B Infections; Chronic Hepatitis B Infection,"NCT07342868, NCT07342881"
CBPHF,"Clover Biopharmaceuticals, Ltd.",SCB-1019T,PHASE1,Investigational,2,Passed,Vaccination,"Infectious Diseases, Respiratory",Respiratory Syncytial Virus Vaccination; Human Metapneumovirus Vaccination; Parainfluenza Vaccination; RSV Infection,"NCT06984094, NCT06843317"
CLDX,"Celldex Therapeutics, Inc.",CDX-1140,PHASE1,Investigational,2,2026-04-15,HER2 antibody-drug conjugate,"Hematology, Others",HER2-negative Breast Cancer; Metastatic Breast Cancer; Malignant Epithelial Neoplasms,"NCT05029999, NCT05349890"
